log(chl);log(rrs443);log(rrs490);log(rrs510);log(rrs560);DOY
-0.786482243;-2.300080191;-2.3139983;-2.365620885;-2.538593924;190
-0.263069922;-2.566559011;-2.598872875;-2.645547528;-2.840681003;214
0.363143409;-2.251655888;-2.262789063;-2.314115102;-2.471286489;204
-0.613947151;-2.398676654;-2.397494;-2.438134978;-2.63049675;223
-1.380405849;-2.36726673;-2.452004144;-2.551882773;-2.836285371;216
-0.267083793;-2.189055715;-2.200469643;-2.255511746;-2.410444904;206
-0.446918367;-2.383356052;-2.394241606;-2.443089912;-2.647089443;213
-0.946921557;-2.276901844;-2.342661756;-2.436753449;-2.71075764;186
-0.344861575;-2.297425154;-2.325530635;-2.400461882;-2.59965252;174
-0.0445103;-2.624122126;-2.647191391;-2.677742861;-2.857685947;214
-1.281340565;-2.211115492;-2.234701163;-2.318251839;-2.536618466;201
-0.518629043;-2.490430835;-2.510313848;-2.562039315;-2.771711566;208
-0.191114133;-2.262045068;-2.152962766;-2.125871096;-2.089764981;217
-0.671104172;-2.290324943;-2.390274469;-2.527992294;-2.845311939;227
-0.033510971;-2.440930947;-2.461021691;-2.515896848;-2.709307986;215
-0.493535558;-2.383356052;-2.394241606;-2.443089912;-2.647089443;213
-0.13130855;-2.449239443;-2.468126182;-2.529357281;-2.739179266;215
-0.407712184;-2.346085558;-2.374991147;-2.478781867;-2.682083682;205
-1.048560478;-2.397619618;-2.401790655;-2.465061945;-2.677817932;193
-0.11798234;-2.268588131;-2.223746559;-2.253065946;-2.338582522;207
-0.921180817;-2.296099145;-2.398499306;-2.561472207;-2.909565584;196
-0.208976389;-2.614846486;-2.540348069;-2.513737178;-2.592851212;187
0.131714878;-2.339516357;-2.364689;-2.442527086;-2.685990287;188
-0.126231962;-2.36003396;-2.429131578;-2.523328618;-2.783438265;223
1.270189543;-2.696733727;-2.583613321;-2.5477033;-2.437686195;173
0.084075568;-2.536362589;-2.4859071;-2.486186653;-2.625032546;187
-0.601955773;-2.623982329;-2.525356064;-2.499528872;-2.542447959;193
-1.11541419;-2.267361094;-2.345668257;-2.472281703;-2.757023998;193
0.022428371;-2.305368656;-2.165447248;-2.12515617;-2.127521361;268
0.347934679;-2.531216083;-2.503421526;-2.509845078;-2.650897586;207
-0.04551146;-2.315328301;-2.308393603;-2.362773829;-2.550486272;191
0.079110064;-2.346832366;-2.312348615;-2.344382088;-2.468132053;219
-0.310611217;-2.455391038;-2.475865832;-2.523926223;-2.736664847;211
-0.727045055;-2.315110493;-2.347688471;-2.431846755;-2.681250062;188
0.484228638;-2.582742767;-2.458333282;-2.357651439;-2.294261465;192
0.198464635;-2.728372807;-2.691817977;-2.690947573;-2.822914477;181
-0.132385219;-2.377875851;-2.409474698;-2.494583284;-2.719945466;251
0;-2.581459084;-2.529405774;-2.542836418;-2.590264974;199
0.286680969;-2.119072478;-2.140296647;-2.160353358;-2.239636256;239
-0.219322726;-2.079948819;-1.965443491;-1.929935855;-1.978497253;250
0.049218023;-2.315308463;-2.325663267;-2.354530767;-2.497764394;239
-0.355561411;-2.477407636;-2.518197758;-2.586771171;-2.820198102;250
-0.43062609;-1.846702788;-1.794439087;-1.841128445;-2.001668896;234
0.144574208;-2.620017004;-2.612511757;-2.60120666;-2.675737716;208
-0.384576047;-2.41360851;-2.370542081;-2.40101744;-2.547313069;228
-0.469160221;-2.316934131;-2.353585392;-2.402697611;-2.632838343;238
-0.179142011;-2.535282932;-2.518793646;-2.57599862;-2.773984272;143
-0.026179676;-2.285570984;-2.243334458;-2.279053889;-2.421547611;240
0.114110357;-2.328624596;-2.295139743;-2.318600093;-2.427286468;239
-0.192126868;-1.684692028;-1.655440526;-1.698014609;-1.836320614;237
-0.415668776;-2.111014972;-2.192812479;-2.30111947;-2.549031053;212
0.433577838;-2.596142662;-2.64063472;-2.65677639;-2.792805265;157
-0.180897163;-2.438233248;-2.432104268;-2.466515067;-2.628425141;255
-0.838631998;-2.503706769;-2.513233834;-2.667758532;-3.032369665;144
0.190947679;-2.288417988;-2.345178947;-2.427673698;-2.651539559;220
0.28510703;-2.938351906;-2.833577583;-2.739810748;-2.684433085;142
0.078456818;-2.810248963;-2.787063285;-2.724958522;-2.773458348;235
-0.56863622;-2.280176433;-2.338881889;-2.40292731;-2.590095436;196
0.527307604;-2.705965196;-2.610881957;-2.562652853;-2.556891665;132
-0.225118234;-2.646272985;-2.60470157;-2.625397909;-2.775560695;243
-0.501689446;-2.499793586;-2.5434319;-2.620015736;-2.845057739;252
-0.141763665;-2.481411578;-2.536764622;-2.596961024;-2.845401675;127
-0.26760624;-2.506958877;-2.53663804;-2.557627171;-2.704671993;241
0.385784959;-2.597132061;-2.597006696;-2.594808224;-2.666008938;192
0.20709554;-2.703270109;-2.610938159;-2.615866926;-2.72624614;128
0.234517284;-2.089627388;-2.163844;-2.194481879;-2.328392247;196
0.165985823;-2.652297335;-2.644359056;-2.663024023;-2.821629475;129
-0.011664044;-2.443912649;-2.424438661;-2.461331777;-2.611207392;240
0.411198674;-2.984970283;-2.906047679;-2.8614327;-2.905686126;101
0.238798563;-2.42168325;-2.369858528;-2.396874148;-2.484951172;196
-0.772113295;-2.2220737;-2.325117007;-2.466263012;-2.789672917;178
-0.088842391;-2.584493966;-2.560492044;-2.569336175;-2.698181391;160
-0.424812155;-2.268885027;-2.384971988;-2.538496521;-2.898648919;104
-0.263603498;-2.44865078;-2.503961708;-2.554334782;-2.742037667;227
0.048441804;-2.625063317;-2.612577603;-2.598632377;-2.674005973;198
0.208038049;-2.937378912;-2.844611729;-2.829196342;-2.928762183;94
-0.024338467;-2.576829028;-2.539726698;-2.546841032;-2.637548817;231
-0.709965389;-2.297508718;-2.354911834;-2.455830219;-2.701911431;189
-0.54668166;-2.077068288;-2.084270849;-2.172779136;-2.37770037;232
-0.461866313;-2.117888722;-2.116840479;-2.186551655;-2.382117176;253
-0.180456064;-2.599054845;-2.634125066;-2.681128961;-2.918617763;144
-0.164943898;-1.945129585;-1.904015986;-1.948715742;-2.114401284;241
-0.080398976;-2.412084841;-2.391967267;-2.426922215;-2.548451801;219
0.447158031;-3.497590635;-3.476262635;-3.303953932;-3.08818319;242
-0.268411235;-2.445635271;-2.448539267;-2.50540674;-2.695099714;165
-0.742321425;-2.386025585;-2.47358098;-2.59468199;-2.875146719;245
-0.471726223;-1.842626472;-1.778303471;-1.789556294;-1.863329554;245
-0.555955204;-2.95208993;-2.825393087;-2.856627289;-3.048098362;139
0.121461354;-2.506743179;-2.488584459;-2.51257172;-2.641325958;180
-0.471726223;-2.208142611;-2.24264186;-2.316390635;-2.530875624;216
1.273579946;-2.955859049;-2.803546629;-2.655219982;-2.573961026;156
-0.384576047;-2.33212202;-2.420207032;-2.540864093;-2.859457077;140
-0.933674075;-2.406512011;-2.480023374;-2.574428612;-2.81185733;211
-0.619788758;-2.322832582;-2.301770056;-2.354647302;-2.532350613;179
0.116508124;-2.680027674;-2.643919046;-2.628036383;-2.730633947;243
0.401486702;-2.447502007;-2.621681333;-2.63622411;-2.813855124;107
0.190051418;-2.566319114;-2.560519513;-2.612923905;-2.767564517;164
0.302330929;-2.437569849;-2.401146815;-2.41278511;-2.546580438;169
-0.397940009;-2.52779181;-2.523985143;-2.588228991;-2.821159115;229
-0.70333481;-2.31868313;-2.402049686;-2.541162044;-2.883878287;100
0.116939647;-2.404023014;-2.521707875;-2.557752021;-2.738977547;136
-0.954677021;-2.329819296;-2.400469198;-2.471214636;-2.737322329;149
0.138302698;-2.510520211;-2.516184562;-2.53652255;-2.670177798;137
-0.42136079;-2.377961181;-2.404786933;-2.481754221;-2.697675999;216
-0.260032303;-2.415184084;-2.448484131;-2.521841875;-2.763599296;96
0.352796119;-2.379293176;-2.300752744;-2.277758106;-2.254104574;169
-0.982966661;-2.072592421;-2.177456392;-2.344630355;-2.693047919;227
-0.736363931;-2.426998709;-2.411174095;-2.474435647;-2.631967256;179
-0.290730039;-2.275974946;-2.365486456;-2.474556473;-2.789832158;162
-0.274635662;-2.354155825;-2.311263205;-2.332937621;-2.426761957;208
0.345079526;-2.591511744;-2.586303851;-2.562845495;-2.666813784;103
-0.13076828;-2.574156797;-2.530260287;-2.569385477;-2.719818321;121
-0.723538196;-2.483318167;-2.490633068;-2.523903586;-2.693718045;175
-0.203078925;-2.248597017;-2.146542724;-2.146536395;-2.196906929;233
-0.068542129;-2.389367407;-2.441822265;-2.510953794;-2.702126828;247
-0.266802735;-2.607837188;-2.614738618;-2.675408503;-2.899821138;246
-0.916318253;-2.388891404;-2.437220404;-2.491507181;-2.686528674;183
-0.417368561;-2.669675733;-2.646182405;-2.684467317;-2.851909979;178
-0.057991947;-2.181034258;-2.150080483;-2.174841552;-2.27328151;237
-1.214670165;-2.244510847;-2.327601751;-2.450846356;-2.742776113;229
-0.356547324;-2.312696984;-2.344236996;-2.420196632;-2.620873858;181
-0.360015752;-2.499385672;-2.511985715;-2.612220196;-2.864287722;139
0.056142262;-2.146287494;-2.103905315;-2.136110785;-2.251446389;234
-0.943095149;-2.306103762;-2.353934233;-2.431781961;-2.676363085;211
0.552059534;-2.469484368;-2.527631811;-2.542152152;-2.70331814;156
-0.14327111;-2.540917963;-2.518336124;-2.579212788;-2.775277412;233
0.552120441;-2.984125349;-2.86127837;-2.782669797;-2.773998983;101
-0.152273144;-2.534586808;-2.631079526;-2.645725754;-2.811900136;106
0.027838678;-2.267675089;-2.147244573;-2.119373252;-2.10362686;186
-0.060605563;-1.602777691;-1.571877409;-1.605253887;-1.75798561;237
-0.808269607;-2.318167349;-2.431975551;-2.618529503;-3.003133857;136
-0.163992541;-2.525127689;-2.602660427;-2.638595928;-2.914188367;130
-0.324221658;-2.483168983;-2.43188303;-2.398338874;-2.407362979;233
0.393890939;-2.731105081;-2.596617779;-2.560813886;-2.590228965;251
-0.48945499;-2.450673836;-2.516813951;-2.580780368;-2.817219405;162
-0.638272164;-2.482280097;-2.531364565;-2.606228663;-2.859702242;94
-0.60292945;-2.492351479;-2.576507386;-2.642795687;-2.892272239;135
0.397940009;-2.212153862;-2.512325241;-2.531471899;-2.686462842;288
-0.656591406;-2.425772591;-2.499653593;-2.60431461;-2.913354412;247
-0.114356128;-2.077444453;-2.059737393;-2.105545528;-2.216696204;211
-0.071220213;-2.63510527;-2.663150977;-2.684473617;-2.843658657;244
0.15896526;-2.414538142;-2.337245567;-2.329942011;-2.363697094;234
-0.602059991;-2.337156545;-2.404431475;-2.494812701;-2.753879745;249
-0.235823868;-2.669114441;-2.708799704;-2.785275334;-3.062800674;238
-0.124649303;-2.644795295;-2.548605374;-2.533604134;-2.600658615;254
-0.57105571;-2.250208744;-2.349668382;-2.466112967;-2.79727335;112
0.112102055;-2.748682083;-2.713806792;-2.700634366;-2.820645869;157
-0.292429824;-1.774894471;-1.779664699;-1.852803365;-2.061280935;185
0.061452479;-2.818775437;-2.710385856;-2.656377365;-2.667439349;206
-0.681936665;-2.400842522;-2.446245825;-2.53329427;-2.75733635;215
-0.363010898;-2.451871606;-2.520252992;-2.609252068;-2.834398114;254
0.438542349;-2.806561209;-2.82984922;-2.794559329;-2.862664248;99
-0.359021943;-2.388952338;-2.423137924;-2.502678004;-2.750988368;250
-0.204119983;-2.698130023;-2.607312366;-2.663308571;-2.856223509;207
-0.440093375;-2.65721089;-2.572352927;-2.615740338;-2.771460289;208
0.268414145;-2.900847531;-2.91923971;-2.864300114;-2.913166975;94
-0.527243551;-2.706433275;-2.641811317;-2.802918574;-3.125506586;130
-0.532391894;-2.419933633;-2.528651952;-2.629234586;-2.95732567;98
-0.050366076;-2.559252235;-2.571506575;-2.614217542;-2.820542431;98
-0.241466578;-2.476311009;-2.582925748;-2.687330426;-3.00408677;132
-0.982966661;-2.312686188;-2.425211751;-2.56016776;-2.888662197;228
-0.657577319;-2.31534419;-2.356828423;-2.449908318;-2.679991505;205
-0.896196279;-2.345470003;-2.373762212;-2.511033519;-2.852122185;172
-0.194669087;-2.411242044;-2.476264846;-2.562104908;-2.788446982;180
0.37794338;-2.640901167;-2.58187926;-2.569060926;-2.633574241;161
-0.028956208;-2.528414799;-2.525904422;-2.581187802;-2.7617629;243
-0.564633493;-2.366275689;-2.462640493;-2.563268847;-2.867258242;140
-0.253042045;-2.514621035;-2.584091088;-2.684655321;-3.024829306;120
0.493597449;-2.801709194;-2.711241638;-2.629301537;-2.596564601;127
-0.960585881;-2.211808783;-2.243296357;-2.369187533;-2.705734213;233
-0.93930216;-2.31358576;-2.366061347;-2.471215536;-2.721718665;189
-0.308034897;-2.669657262;-2.657780103;-2.647510882;-2.747636858;158
-0.095825632;-1.987474145;-2.003490429;-2.03151537;-2.162595987;233
-0.795880017;-2.413809592;-2.399845415;-2.466201514;-2.649041213;175
-0.503762455;-2.340326483;-2.380535068;-2.482800802;-2.740414721;220
0.211254068;-2.565595265;-2.494907027;-2.474061596;-2.523813193;135
0.009323393;-2.752457561;-2.785227658;-2.813305224;-3.015535248;143
-0.437707136;-2.249311137;-2.334306745;-2.454929769;-2.744260156;191
-0.402304814;-2.386319986;-2.464111949;-2.569718171;-2.849707567;126
-0.031517051;-2.54014421;-2.516809811;-2.557206931;-2.706418696;240
-0.264002116;-2.421497746;-2.490293021;-2.6295056;-2.91874345;241
-0.247951552;-2.353783463;-2.387983616;-2.462909116;-2.660160947;215
-0.955656265;-2.480519581;-2.527986581;-2.667332132;-3.013697737;255
-0.372634143;-2.366823024;-2.397415806;-2.464856833;-2.664550525;208
-0.795880017;-2.474880138;-2.379764496;-2.387690419;-2.442637547;175
0.204119983;-2.621648438;-2.591739678;-2.603041737;-2.732095754;152
-0.279014256;-2.674388704;-2.576826733;-2.594256586;-2.719346522;172
-0.958607315;-2.292938587;-2.349422851;-2.459303595;-2.711449869;189
-0.10883623;-2.478392687;-2.481213067;-2.536933404;-2.722082191;247
-1.033748731;-2.328612008;-2.382704041;-2.452238459;-2.659232367;183
-0.478861916;-2.459291215;-2.546735797;-2.638071302;-2.923040414;98
-0.116338565;-2.933470954;-2.824144482;-2.796672785;-2.851811788;260
-0.426548178;-2.528023641;-2.5459591;-2.602242955;-2.892683166;98
0.176091259;-2.70224102;-2.646360314;-2.622012965;-2.650922858;233
0.055187139;-2.65562895;-2.646078386;-2.686900853;-2.82003967;247
0.433609843;-2.578827292;-2.531992557;-2.545840647;-2.6363899;145
0.200303183;-2.815166382;-2.639377054;-2.577925349;-2.620667283;208
0.266654963;-2.762208523;-2.74597547;-2.760395495;-2.907020189;100
0.097951071;-2.51355436;-2.564068561;-2.606721798;-2.773675708;241
0.301029996;-2.334787331;-2.353428079;-2.419412218;-2.601189496;181
0.208844289;-2.661842635;-2.643577528;-2.668622109;-2.810131423;157
0.392169149;-2.617219199;-2.444988789;-2.357446454;-2.323973705;174
0.276116989;-2.540350631;-2.502090699;-2.535263568;-2.650426437;129
-0.128427064;-2.142124432;-2.12614073;-2.173621557;-2.31533647;234
0.369494162;-2.887837561;-2.842895464;-2.80890937;-2.855464709;149
-0.119758224;-2.549607844;-2.570287438;-2.608994988;-2.808607119;148
-0.629857153;-2.213442279;-2.307893069;-2.382253921;-2.645219309;168
-0.096910013;-2.335971264;-2.362725069;-2.421611814;-2.589658629;196
0.400537989;-2.536310177;-2.598840801;-2.559452508;-2.593189449;165
0.079181246;-3.485124326;-3.538926371;-3.354611139;-3.171225424;233
-0.331381155;-2.558829161;-2.548201441;-2.607600121;-2.840271931;251
-0.104577454;-2.329925393;-2.387351537;-2.473778877;-2.693901513;170
-0.310691141;-2.305994366;-2.362452535;-2.430237155;-2.649352576;239
0.311753861;-3.37189013;-3.457807187;-3.293652678;-3.103259995;214
-0.474955193;-2.611405788;-2.645876572;-2.713804994;-2.939512182;247
-0.339134522;-2.391333966;-2.444518005;-2.490354938;-2.676551738;191
0.69565676;-3.12746789;-3.038828638;-2.909635768;-2.847391864;96
-0.3650192;-2.31488849;-2.306487526;-2.361529513;-2.541819496;228
-0.133417323;-2.418161232;-2.402271256;-2.440155832;-2.57906069;216
-0.63311031;-2.271993955;-2.417654097;-2.528983919;-2.868364657;112
-0.228045251;-2.148740795;-2.179616714;-2.244327557;-2.438451785;218
0.171287551;-2.754590489;-2.672699929;-2.657207339;-2.684564355;233
0.706632451;-2.951780062;-2.955123674;-2.855614495;-2.806583743;151
-0.297569464;-2.406521977;-2.452414925;-2.516174441;-2.697258353;174
-0.099359816;-2.496285836;-2.498096808;-2.604547968;-2.900547613;237
0.173623258;-2.796266983;-2.839644634;-2.817429577;-2.987962951;277
0.288137395;-2.801455074;-2.85383288;-2.870568893;-3.044675997;100
-0.251811973;-2.616471507;-2.627364304;-2.690485873;-2.903822999;127
-0.54668166;-2.498936902;-2.500270452;-2.553171071;-2.763516903;229
-0.161780778;-2.244285863;-2.274983839;-2.31840116;-2.430669288;257
-0.264800452;-2.395456876;-2.445808588;-2.528644763;-2.773957432;170
-0.452840879;-2.725789715;-2.698157115;-2.729893925;-2.902373818;239
-0.152427341;-2.638297089;-2.6321426;-2.714421989;-2.953806176;123
-0.324221658;-2.438527;-2.500580311;-2.57012423;-2.820486987;155
-0.473660723;-2.47833206;-2.488292263;-2.623379798;-2.937504883;161
-0.197568374;-2.526481207;-2.530891107;-2.550031734;-2.751649527;268
-0.379603655;-2.423971178;-2.47488273;-2.522096273;-2.712352987;153
0.006252051;-2.398146022;-2.442595309;-2.480908964;-2.647821149;237
0.183554534;-3.004339801;-2.833430768;-2.796502047;-2.806105768;235
-0.809668302;-2.349998145;-2.418257133;-2.521977651;-2.79609043;234
-0.121478204;-2.468885916;-2.479625742;-2.531671578;-2.730560378;154
-0.791827473;-2.267143882;-2.345285978;-2.439661568;-2.69175561;227
0.106190897;-2.643035971;-2.656662711;-2.631201377;-2.661759313;164
-0.500312917;-2.448036837;-2.472560225;-2.544787897;-2.818245852;112
0.556302501;-3.354075929;-3.324019218;-3.217448551;-2.991520766;192
0.126942718;-2.418534601;-2.440178807;-2.451757419;-2.521271937;246
-0.325598187;-2.487633571;-2.503976261;-2.559873668;-2.757024494;220
-0.866461092;-2.382591257;-2.433125722;-2.522269423;-2.771485692;197
0.62838893;-2.574747412;-2.463421484;-2.44433312;-2.348549272;175
0.196452542;-2.804829301;-2.790439146;-2.817019878;-2.879436926;169
0.908485019;-3.004528464;-2.94269837;-2.84477179;-2.650356149;160
-0.073143291;-2.433043079;-2.458069344;-2.542250379;-2.7925194;159
-0.42945706;-2.311337557;-2.389534355;-2.491690649;-2.777773752;230
0.607186857;-2.788363473;-2.780462887;-2.765528527;-2.824251969;154
-0.920818754;-2.36552011;-2.43580671;-2.56472594;-2.878278679;227
0.087958789;-2.490467109;-2.468436276;-2.495736071;-2.625818255;153
-0.66756154;-2.321656284;-2.384100216;-2.463475267;-2.741538482;226
-0.495529138;-2.58486282;-2.58621574;-2.642327142;-2.831025467;236
0.300595484;-2.585569191;-2.599772776;-2.611719893;-2.735486053;154
-0.059608044;-1.967637903;-1.972278893;-2.025268314;-2.215644004;253
-0.39631445;-2.543602838;-2.556570682;-2.606739709;-2.784780015;223
-0.129011186;-2.53540301;-2.538054653;-2.556733569;-2.609790205;230
0.008600172;-2.396214082;-2.416241653;-2.499796744;-2.701808253;178
-0.327902142;-2.401244938;-2.401526743;-2.448045367;-2.631469904;180
-0.281083314;-2.658220749;-2.636767771;-2.692180608;-2.879250741;257
-0.498940738;-2.297818565;-2.404158684;-2.513790054;-2.822939609;140
-0.400662867;-2.431487104;-2.500082363;-2.582536611;-2.80094783;172
-0.495869094;-2.293804795;-2.326780801;-2.431536839;-2.699484948;181
0.346704962;-2.767777419;-2.728978986;-2.743567789;-2.911178445;141
-0.197226275;-2.344592617;-2.32199698;-2.361473805;-2.514067722;240
-0.32330639;-2.283392155;-2.372483805;-2.504320955;-2.821791945;133
-0.090443971;-2.302925566;-2.336214014;-2.397117149;-2.571164742;219
0.382557322;-2.794950808;-2.797060458;-2.817464093;-2.975406388;100
0.933816174;-3.096121941;-2.954455236;-2.866416387;-2.81484727;103
1.016364679;-2.805117843;-2.768216526;-2.711904437;-2.606047695;158
-0.032452024;-2.627917629;-2.638632778;-2.705471831;-2.958641665;146
0.682596291;-2.802967681;-2.719231838;-2.61440016;-2.533305242;157
0.35193152;-2.572662089;-2.588145199;-2.618047295;-2.773778624;181
-1.053056729;-2.498107336;-2.5339359;-2.624495687;-2.863985974;211
0.729002709;-2.974911746;-2.930059722;-2.88917469;-2.882799656;95
-0.358525889;-1.859069056;-1.835816284;-1.886758333;-2.062036909;234
0.358030077;-2.508618973;-2.539534713;-2.547011788;-2.640768968;104
0.283188116;-2.454651559;-2.435103005;-2.434146517;-2.513950564;245
-0.206035095;-2.157667399;-2.202654127;-2.268464578;-2.482017277;157
0.033624771;-2.559981032;-2.543979414;-2.594165141;-2.756461932;246
-0.011441043;-2.546286693;-2.526253553;-2.552442446;-2.654114241;215
0.900803935;-3.027064387;-2.943943995;-2.804645909;-2.716517853;95
-0.677780726;-2.324246214;-2.337021206;-2.401726469;-2.595978009;171
-0.507239611;-2.688686589;-2.688676409;-2.760510824;-3.051818426;147
-0.082100811;-2.415714583;-2.44542835;-2.512286389;-2.748623408;162
-0.804100348;-2.471876933;-2.500307832;-2.578581181;-2.844906689;141
-0.455931956;-2.836783447;-2.967059465;-2.902760396;-3.082351675;250
0.124014879;-1.820536829;-1.735344997;-1.71798138;-1.767261902;220
0.354626977;-2.953381549;-2.993682028;-2.920789078;-2.951517022;149
-0.887730232;-2.222247035;-2.292465506;-2.420654004;-2.743956824;93
0.036229544;-2.366755819;-2.361960046;-2.401747936;-2.544852915;186
-0.314706219;-1.938615724;-1.913446418;-1.962753513;-2.128267561;246
-0.752026734;-2.405943965;-2.476185144;-2.622266769;-2.952858752;127
-0.048662481;-2.486646671;-2.444511357;-2.454019322;-2.554476592;241
0.240549251;-2.37554319;-2.356875932;-2.400346466;-2.526582523;191
0.118264726;-2.67197695;-2.686558428;-2.715445651;-2.869897917;128
-0.626168855;-2.266312203;-2.363893507;-2.485358094;-2.810530742;113
-0.132827249;-2.565439878;-2.54202157;-2.578934339;-2.744601085;152
-0.668572703;-1.454357159;-1.459800407;-1.535136054;-1.724157127;222
-0.360513511;-2.369817616;-2.414881088;-2.480159673;-2.732894947;199
-0.324680017;-2.594243448;-2.631603393;-2.658940377;-2.883075284;268
-0.366531544;-2.372875121;-2.387029437;-2.454555441;-2.654524521;254
0.343408594;-2.748157697;-2.716225377;-2.70792145;-2.776654128;157
0.525044807;-2.917854698;-2.828492942;-2.686037709;-2.49413782;277
-0.100179498;-2.590229472;-2.603462942;-2.633571813;-2.819518287;165
0.190331698;-3.357520641;-3.381533508;-3.228783775;-2.997282022;213
0.283414312;-2.73841718;-2.773311956;-2.786980307;-2.922150822;165
-0.014573526;-2.336186512;-2.280545984;-2.291597543;-2.383127973;234
0.423655393;-2.79602716;-2.802518472;-2.825847118;-2.860218169;254
-0.069942875;-2.589505023;-2.629446573;-2.661735794;-2.847699422;235
0.287241711;-2.69068268;-2.64066187;-2.665619241;-2.793619437;255
0.122707254;-2.798264313;-2.733074833;-2.714201758;-2.75663846;264
-0.793174124;-2.326819881;-2.424987525;-2.562036463;-2.873348206;162
-0.099086932;-2.341688614;-2.379884046;-2.456737885;-2.657558566;229
-0.68613278;-2.53899878;-2.605538863;-2.731716025;-2.983464714;134
-0.164626548;-2.434004452;-2.492358091;-2.540462319;-2.729922373;241
-0.649751982;-2.307348954;-2.409023486;-2.557253935;-2.930081904;92
0.332236415;-2.579216743;-2.621399899;-2.616285503;-2.8202159;134
-0.213248578;-2.395737757;-2.490592346;-2.601337579;-2.866736125;161
-0.285879892;-2.646184328;-2.691204949;-2.718291614;-2.895855133;132
-0.274088368;-2.435334291;-2.465949767;-2.517795946;-2.67861328;236
-0.093934455;-2.526813856;-2.59806261;-2.666827294;-2.876783612;146
-0.087777943;-1.824472647;-1.81024324;-1.84894328;-2.023810836;233
-1.107905397;-2.282688729;-2.347760333;-2.471615572;-2.766503596;197
0.432167269;-2.501617346;-2.555007197;-2.630414778;-2.841184751;110
0.164501561;-2.399083708;-2.326468935;-2.325772767;-2.37953538;233
0.338456494;-2.453720954;-2.377617785;-2.400086048;-2.506726999;175
0.667359546;-2.522308746;-2.523985579;-2.520863092;-2.516402434;153
0.251881455;-2.736249634;-2.647002738;-2.633648404;-2.676100551;251
-0.400116928;-2.391375138;-2.47682942;-2.558953728;-2.85655955;126
-0.732828272;-2.309727792;-2.351985903;-2.415911438;-2.639988749;226
0.433209609;-2.865528042;-2.755499479;-2.764999845;-2.837211336;120
0.523980455;-2.677223098;-2.613588259;-2.56835709;-2.56915738;159
-0.586700236;-2.310732974;-2.402551094;-2.532446647;-2.838042955;162
-0.234331445;-2.939132252;-2.754357803;-2.747236749;-2.812770128;255
0.321080365;-2.699888639;-2.751242032;-2.737752341;-2.88994052;102
1.192706807;-2.654131475;-2.539288688;-2.515644204;-2.398800111;170
-0.44551084;-2.474666192;-2.494992005;-2.572433401;-2.809575009;215
-0.010327752;-2.450094735;-2.495886371;-2.578153002;-2.792745706;168
-0.345342245;-2.676056262;-2.628287089;-2.61609904;-2.644945216;165
0.108666483;-2.468465011;-2.491467318;-2.544103289;-2.777611844;162
-0.732828272;-2.245472249;-2.357883054;-2.478738709;-2.820573173;117
-0.20481541;-2.326928105;-2.26203292;-2.273753633;-2.355770237;221
0.597640347;-2.406174391;-2.585488419;-2.52197245;-2.582632616;153
-0.608183076;-2.359524526;-2.436499692;-2.552231594;-2.857186146;255
-0.721246399;-2.365734387;-2.390145839;-2.459351867;-2.635129451;173
-0.488116639;-1.958554137;-2.029273445;-2.142565456;-2.403507258;239
0.194680813;-2.633790413;-2.57775826;-2.589055996;-2.710068295;187
-0.326058001;-2.405668454;-2.461386935;-2.537138603;-2.812271488;162
-0.688246139;-2.297261431;-2.335675401;-2.422143684;-2.645540808;189
-0.472370099;-2.396409324;-2.42071201;-2.505663514;-2.738430259;250
-0.045757491;-2.510973653;-2.510850004;-2.551384412;-2.735761071;149
-0.118330092;-2.4915853;-2.535636109;-2.610148803;-2.799483282;251
0.770852012;-3.100915249;-3.034927713;-2.91695736;-2.747547481;153
-0.129888845;-2.380202452;-2.430943206;-2.480077416;-2.652448112;169
1.298853068;-2.669494101;-2.544014217;-2.502529619;-2.373439974;172
-0.739928612;-2.282271595;-2.342496786;-2.455972781;-2.723417805;215
0.469822016;-3.215380568;-3.071383983;-2.985713472;-2.834288977;232
-0.336299075;-2.421578106;-2.473713332;-2.557829521;-2.805294222;156
0.031610415;-2.591838927;-2.561076209;-2.578511736;-2.695164931;251
0.036229544;-2.818828946;-2.817701213;-2.812510583;-2.905723526;128
-0.63921731;-2.282150325;-2.385820173;-2.526063786;-2.894100657;105
-0.519518756;-2.304713012;-2.392485466;-2.522685383;-2.855465021;116
0.72427587;-3.342512937;-3.248178367;-3.068266079;-2.896144987;257
-0.315603522;-2.531458758;-2.549855166;-2.58524987;-2.738725233;244
-0.181939143;-2.69627188;-2.712370231;-2.739447575;-2.941771047;147
-0.310691141;-2.32511967;-2.24244395;-2.27977014;-2.406909188;230
-0.215382707;-1.869345165;-1.814143244;-1.845615319;-1.980314471;233
-0.369572125;-2.665641965;-2.643342102;-2.687589897;-2.852788202;259
-0.13534062;-1.915648326;-1.875837835;-1.886914458;-2.009470728;245
-0.552841969;-2.478058561;-2.474067547;-2.509510432;-2.663352779;180
-0.018861217;-2.018022603;-2.182180804;-2.243771453;-2.42903033;212
-0.031517051;-2.751328008;-2.582199264;-2.498333698;-2.469516886;157
-0.418505458;-2.304701712;-2.382017314;-2.490989659;-2.800033759;140
-0.497914441;-2.051941315;-2.060477952;-2.138605578;-2.354062582;247
-0.289603354;-2.491947931;-2.43639517;-2.489572292;-2.660470254;220
